date,area,cases,tests,deaths
2021-01-10,Missing Postcode,19,70,0
2021-01-11,Missing Postcode,44,156,0
2021-01-12,Missing Postcode,29,124,0
2021-01-13,Missing Postcode,36,146,0
2021-01-14,Missing Postcode,26,101,1
2021-01-15,Missing Postcode,30,130,0
2021-01-16,Missing Postcode,22,80,0
2021-01-17,Missing Postcode,17,76,0
2021-01-18,Missing Postcode,22,123,0
2021-01-19,Missing Postcode,21,105,0
2021-01-20,Missing Postcode,27,133,0
2021-01-21,Missing Postcode,18,94,0
2021-01-22,Missing Postcode,15,101,0
2021-01-23,Missing Postcode,12,57,0
2021-01-24,Missing Postcode,18,67,0
2021-01-25,Missing Postcode,22,117,0
2021-01-26,Missing Postcode,15,126,0
2021-01-27,Missing Postcode,24,152,0
2021-01-28,Missing Postcode,12,111,0
2021-01-29,Missing Postcode,22,155,0
2021-01-30,Missing Postcode,4,69,0
2021-01-31,Missing Postcode,10,112,0
2021-02-01,Missing Postcode,26,177,0
2021-02-02,Missing Postcode,17,130,0
2021-02-03,Missing Postcode,19,150,0
2021-02-04,Missing Postcode,13,140,0
2021-02-05,Missing Postcode,11,125,0
2021-02-06,Missing Postcode,14,105,0
2021-02-07,Missing Postcode,7,109,0
2021-02-08,Missing Postcode,13,135,0
2021-02-09,Missing Postcode,10,132,0
2021-02-10,Missing Postcode,11,132,0
2021-02-11,Missing Postcode,12,148,0
2021-02-12,Missing Postcode,9,135,0
2021-02-13,Missing Postcode,3,68,0
2021-02-14,Missing Postcode,5,87,0
2021-02-15,Missing Postcode,9,127,0
2021-02-16,Missing Postcode,12,157,0
2021-02-17,Missing Postcode,10,126,0
2021-02-18,Missing Postcode,7,139,0
2021-02-19,Missing Postcode,7,142,0
2021-02-20,Missing Postcode,8,90,0
2021-02-21,Missing Postcode,6,86,0
2021-02-22,Missing Postcode,6,181,0
2021-02-23,Missing Postcode,4,149,0
2021-02-24,Missing Postcode,5,131,0
2021-02-25,Missing Postcode,12,161,0
2021-02-26,Missing Postcode,3,113,0
2021-02-27,Missing Postcode,4,77,0
2021-02-28,Missing Postcode,2,77,0
2021-03-01,Missing Postcode,9,184,0
2021-03-02,Missing Postcode,2,134,0
2021-03-03,Missing Postcode,5,140,0
2021-03-04,Missing Postcode,2,148,0
2021-03-05,Missing Postcode,1,105,0
2021-03-06,Missing Postcode,2,74,0
2021-03-07,Missing Postcode,3,99,0
2021-03-08,Missing Postcode,4,150,0
2021-03-09,Missing Postcode,8,167,0
2021-03-10,Missing Postcode,10,236,0
2021-03-11,Missing Postcode,4,152,0
2021-03-12,Missing Postcode,1,155,0
2021-03-13,Missing Postcode,4,95,0
2021-03-14,Missing Postcode,5,84,0
2021-03-15,Missing Postcode,8,200,0
2021-03-16,Missing Postcode,3,192,0
2021-03-17,Missing Postcode,6,152,0
2021-03-18,Missing Postcode,5,159,0
2021-03-19,Missing Postcode,3,142,0
2021-03-20,Missing Postcode,2,92,0
2021-03-21,Missing Postcode,3,126,0
2021-03-22,Missing Postcode,2,201,0
2021-03-23,Missing Postcode,5,171,0
2021-03-24,Missing Postcode,4,164,0
2021-03-25,Missing Postcode,5,186,0
2021-03-26,Missing Postcode,1,145,0
2021-03-27,Missing Postcode,1,101,0
2021-03-28,Missing Postcode,1,135,0
2021-03-29,Missing Postcode,4,190,0
2021-03-30,Missing Postcode,1,186,0
2021-03-31,Missing Postcode,6,208,0
2021-04-01,Missing Postcode,6,171,0
2021-04-02,Missing Postcode,4,143,0
2021-04-03,Missing Postcode,4,114,0
2021-04-04,Missing Postcode,1,84,0
2021-04-05,Missing Postcode,1,130,0
2021-04-06,Missing Postcode,1,172,0
2021-04-07,Missing Postcode,2,185,0
2021-04-08,Missing Postcode,2,168,0
2021-04-09,Missing Postcode,3,186,0
2021-04-10,Missing Postcode,2,121,0
2021-04-11,Missing Postcode,1,168,0
2021-04-12,Missing Postcode,2,206,0
2021-04-13,Missing Postcode,0,208,0
2021-04-14,Missing Postcode,2,203,0
2021-04-15,Missing Postcode,4,189,0
2021-04-16,Missing Postcode,2,149,0
2021-04-17,Missing Postcode,2,124,0
2021-04-18,Missing Postcode,1,136,0
2021-04-19,Missing Postcode,4,220,0
2021-04-20,Missing Postcode,3,195,0
2021-04-21,Missing Postcode,1,210,0
2021-04-22,Missing Postcode,1,218,0
2021-04-23,Missing Postcode,1,147,0
2021-04-24,Missing Postcode,1,112,0
2021-04-25,Missing Postcode,4,157,0
2021-04-26,Missing Postcode,1,234,0
2021-04-27,Missing Postcode,2,221,0
2021-04-28,Missing Postcode,2,217,0
2021-04-29,Missing Postcode,3,201,0
2021-04-30,Missing Postcode,1,147,0
2021-05-01,Missing Postcode,0,121,0
2021-05-02,Missing Postcode,0,131,0
2021-05-03,Missing Postcode,1,149,0
2021-05-04,Missing Postcode,3,238,0
2021-05-05,Missing Postcode,2,221,0
2021-05-06,Missing Postcode,1,199,0
2021-05-07,Missing Postcode,1,158,0
2021-05-08,Missing Postcode,2,140,0
2021-05-09,Missing Postcode,1,158,0
2021-05-10,Missing Postcode,2,254,0
2021-05-11,Missing Postcode,2,234,0
2021-05-12,Missing Postcode,3,207,0
2021-05-13,Missing Postcode,3,206,0
2021-05-14,Missing Postcode,0,186,0
2021-05-15,Missing Postcode,2,137,0
2021-05-16,Missing Postcode,0,172,0
2021-05-17,Missing Postcode,4,282,0
2021-05-18,Missing Postcode,1,264,0
2021-05-19,Missing Postcode,1,197,0
2021-05-20,Missing Postcode,1,208,0
2021-05-21,Missing Postcode,2,191,0
2021-05-22,Missing Postcode,2,136,0
2021-05-23,Missing Postcode,6,171,0
2021-05-24,Missing Postcode,2,276,0
2021-05-25,Missing Postcode,5,229,0
2021-05-26,Missing Postcode,8,258,0
2021-05-27,Missing Postcode,5,180,0
2021-05-28,Missing Postcode,0,180,0
2021-05-29,Missing Postcode,0,144,0
2021-05-30,Missing Postcode,1,156,0
2021-05-31,Missing Postcode,2,168,0
2021-06-01,Missing Postcode,0,250,0
2021-06-02,Missing Postcode,2,218,0
2021-06-03,Missing Postcode,3,180,0
2021-06-04,Missing Postcode,0,176,0
2021-06-05,Missing Postcode,2,137,0
2021-06-06,Missing Postcode,2,162,0
2021-06-07,Missing Postcode,5,236,0
2021-06-08,Missing Postcode,1,213,0
2021-06-09,Missing Postcode,2,206,0
2021-06-10,Missing Postcode,5,226,0
2021-06-11,Missing Postcode,5,181,0
2021-06-12,Missing Postcode,2,138,0
2021-06-13,Missing Postcode,2,174,0
2021-06-14,Missing Postcode,2,279,0
2021-06-15,Missing Postcode,3,221,0
2021-06-16,Missing Postcode,6,234,0
2021-06-17,Missing Postcode,7,220,0
2021-06-18,Missing Postcode,4,215,0
2021-06-19,Missing Postcode,7,154,0
2021-06-20,Missing Postcode,1,168,0
2021-06-21,Missing Postcode,4,260,0
2021-06-22,Missing Postcode,3,259,0
2021-06-23,Missing Postcode,6,244,0
2021-06-24,Missing Postcode,7,247,0
2021-06-25,Missing Postcode,7,207,0
2021-06-26,Missing Postcode,9,162,0
2021-06-27,Missing Postcode,6,180,0
2021-06-28,Missing Postcode,9,270,0
2021-06-29,Missing Postcode,9,219,0
2021-06-30,Missing Postcode,9,250,0
2021-07-01,Missing Postcode,10,216,0
2021-07-02,Missing Postcode,11,220,0
2021-07-03,Missing Postcode,6,143,0
2021-07-04,Missing Postcode,8,185,0
2021-07-05,Missing Postcode,10,257,0
2021-07-06,Missing Postcode,5,241,0
2021-07-07,Missing Postcode,9,224,0
2021-07-08,Missing Postcode,5,247,0
2021-07-09,Missing Postcode,6,242,0
2021-07-10,Missing Postcode,6,167,0
2021-07-11,Missing Postcode,16,199,0
2021-07-12,Missing Postcode,13,205,0
2021-07-13,Missing Postcode,11,270,0
2021-07-14,Missing Postcode,26,252,0
2021-07-15,Missing Postcode,34,274,0
2021-07-16,Missing Postcode,28,240,0
2021-07-17,Missing Postcode,18,202,0
2021-07-18,Missing Postcode,15,180,0
2021-07-19,Missing Postcode,25,282,0
2021-07-20,Missing Postcode,31,219,0
2021-07-21,Missing Postcode,35,236,0
2021-07-22,Missing Postcode,22,188,0
2021-07-23,Missing Postcode,33,190,0
2021-07-24,Missing Postcode,11,175,0
2021-07-25,Missing Postcode,22,223,0
2021-07-26,Missing Postcode,18,304,0
2021-07-27,Missing Postcode,29,296,0
2021-07-28,Missing Postcode,20,250,0
2021-07-29,Missing Postcode,37,260,0
2021-07-30,Missing Postcode,18,241,0
2021-07-31,Missing Postcode,22,210,0
2021-08-01,Missing Postcode,32,195,0
2021-08-02,Missing Postcode,22,267,0
2021-08-03,Missing Postcode,35,285,0
2021-08-04,Missing Postcode,53,328,0
2021-08-05,Missing Postcode,31,261,0
2021-08-06,Missing Postcode,29,287,0
2021-08-07,Missing Postcode,26,223,0
2021-08-08,Missing Postcode,26,240,0
2021-08-09,Missing Postcode,36,324,0
2021-08-10,Missing Postcode,28,302,0
2021-08-11,Missing Postcode,36,309,0
2021-08-12,Missing Postcode,34,335,0
2021-08-13,Missing Postcode,39,278,1
2021-08-14,Missing Postcode,36,199,0
2021-08-15,Missing Postcode,32,242,0
2021-08-16,Missing Postcode,42,353,0
2021-08-17,Missing Postcode,38,341,0
2021-08-18,Missing Postcode,24,273,0
2021-08-19,Missing Postcode,25,311,0
2021-08-20,Missing Postcode,36,288,0
2021-08-21,Missing Postcode,25,218,0
2021-08-22,Missing Postcode,25,235,0
2021-08-23,Missing Postcode,38,299,0
2021-08-24,Missing Postcode,26,287,0
2021-08-25,Missing Postcode,14,248,0
2021-08-26,Missing Postcode,21,292,0
2021-08-27,Missing Postcode,31,306,0
2021-08-28,Missing Postcode,18,193,0
2021-08-29,Missing Postcode,9,202,0
2021-08-30,Missing Postcode,22,248,0
2021-08-31,Missing Postcode,23,279,0
2021-09-01,Missing Postcode,21,220,0
2021-09-02,Missing Postcode,17,217,0
2021-09-03,Missing Postcode,8,192,0
2021-09-04,Missing Postcode,13,224,0
2021-09-05,Missing Postcode,17,197,0
2021-09-06,Missing Postcode,17,307,0
2021-09-07,Missing Postcode,21,311,0
2021-09-08,Missing Postcode,16,282,0
2021-09-09,Missing Postcode,17,248,0
2021-09-10,Missing Postcode,13,269,0
2021-09-11,Missing Postcode,8,190,0
2021-09-12,Missing Postcode,5,227,0
2021-09-13,Missing Postcode,17,282,0
2021-09-14,Missing Postcode,17,301,0
2021-09-15,Missing Postcode,11,263,0
2021-09-16,Missing Postcode,19,268,0
2021-09-17,Missing Postcode,19,272,0
2021-09-18,Missing Postcode,3,203,0
2021-09-19,Missing Postcode,12,220,0
2021-09-20,Missing Postcode,17,315,0
2021-09-21,Missing Postcode,12,286,0
2021-09-22,Missing Postcode,11,280,0
2021-09-23,Missing Postcode,12,283,0
2021-09-24,Missing Postcode,12,290,0
2021-09-25,Missing Postcode,5,204,0
2021-09-26,Missing Postcode,7,189,0
2021-09-27,Missing Postcode,13,298,0
2021-09-28,Missing Postcode,14,282,0
2021-09-29,Missing Postcode,10,261,0
2021-09-30,Missing Postcode,5,266,0
2021-10-01,Missing Postcode,5,243,0
2021-10-02,Missing Postcode,7,187,0
2021-10-03,Missing Postcode,8,218,0
2021-10-04,Missing Postcode,11,294,0
2021-10-05,Missing Postcode,6,263,0
2021-10-06,Missing Postcode,15,282,0
2021-10-07,Missing Postcode,9,254,0
2021-10-08,Missing Postcode,11,252,0
2021-10-09,Missing Postcode,4,219,0
2021-10-10,Missing Postcode,4,226,0
2021-10-11,Missing Postcode,12,302,0
2021-10-12,Missing Postcode,12,298,0
2021-10-13,Missing Postcode,12,273,0
2021-10-14,Missing Postcode,9,272,0
2021-10-15,Missing Postcode,6,232,0
2021-10-16,Missing Postcode,8,184,0
2021-10-17,Missing Postcode,13,245,0
2021-10-18,Missing Postcode,10,325,2
2021-10-19,Missing Postcode,16,278,0
2021-10-20,Missing Postcode,10,266,0
2021-10-21,Missing Postcode,9,224,0
2021-10-22,Missing Postcode,10,234,0
2021-10-23,Missing Postcode,8,181,0
2021-10-24,Missing Postcode,12,237,0
2021-10-25,Missing Postcode,19,311,0
2021-10-26,Missing Postcode,15,269,0
2021-10-27,Missing Postcode,14,268,0
2021-10-28,Missing Postcode,15,274,0
2021-10-29,Missing Postcode,14,267,0
2021-10-30,Missing Postcode,16,177,0
2021-10-31,Missing Postcode,9,212,0
2021-11-01,Missing Postcode,15,307,0
2021-11-02,Missing Postcode,14,294,0
2021-11-03,Missing Postcode,17,290,0
2021-11-04,Missing Postcode,18,283,1
2021-11-05,Missing Postcode,16,216,0
2021-11-06,Missing Postcode,17,200,0
2021-11-07,Missing Postcode,8,203,0
2021-11-08,Missing Postcode,23,316,0
2021-11-09,Missing Postcode,19,362,0
2021-11-10,Missing Postcode,20,305,0
2021-11-11,Missing Postcode,12,228,0
2021-11-12,Missing Postcode,8,231,0
2021-11-13,Missing Postcode,14,213,0
2021-11-14,Missing Postcode,10,233,0
2021-11-15,Missing Postcode,22,334,0
2021-11-16,Missing Postcode,17,326,0
2021-11-17,Missing Postcode,14,316,0
2021-11-18,Missing Postcode,13,279,0
2021-11-19,Missing Postcode,18,277,0
2021-11-20,Missing Postcode,6,212,0
2021-11-21,Missing Postcode,12,208,0
2021-11-22,Missing Postcode,14,311,0
2021-11-23,Missing Postcode,9,297,0
2021-11-24,Missing Postcode,9,293,0
2021-11-25,Missing Postcode,16,255,0
2021-11-26,Missing Postcode,12,276,0
2021-11-27,Missing Postcode,8,197,0
2021-11-28,Missing Postcode,13,222,0
2021-11-29,Missing Postcode,16,415,1
2021-11-30,Missing Postcode,15,347,0
2021-12-01,Missing Postcode,17,327,0
2021-12-02,Missing Postcode,13,322,0
2021-12-03,Missing Postcode,17,304,0
2021-12-04,Missing Postcode,5,237,0
2021-12-05,Missing Postcode,15,260,0
2021-12-06,Missing Postcode,13,337,0
2021-12-07,Missing Postcode,15,401,0
2021-12-08,Missing Postcode,9,320,0
2021-12-09,Missing Postcode,10,333,0
2021-12-10,Missing Postcode,13,357,0
2021-12-11,Missing Postcode,20,327,0
2021-12-12,Missing Postcode,18,316,0
2021-12-13,Missing Postcode,19,395,0
2021-12-14,Missing Postcode,26,421,0
2021-12-15,Missing Postcode,44,483,0
2021-12-16,Missing Postcode,42,481,0
2021-12-17,Missing Postcode,41,452,0
2021-12-18,Missing Postcode,36,390,0
2021-12-19,Missing Postcode,48,415,0
2021-12-20,Missing Postcode,90,612,0
2021-12-21,Missing Postcode,109,698,0
2021-12-22,Missing Postcode,130,744,0
2021-12-23,Missing Postcode,118,783,0
2021-12-24,Missing Postcode,163,710,0
2021-12-25,Missing Postcode,89,372,0
2021-12-26,Missing Postcode,128,564,0
2021-12-27,Missing Postcode,201,918,0
2021-12-28,Missing Postcode,231,920,0
2021-12-29,Missing Postcode,190,838,1
2021-12-30,Missing Postcode,180,653,0
2021-12-31,Missing Postcode,173,590,0
2022-01-01,Missing Postcode,119,441,0
2022-01-02,Missing Postcode,129,509,0
2022-01-03,Missing Postcode,135,624,0
2022-01-04,Missing Postcode,143,641,0
2022-01-05,Missing Postcode,109,564,0
2022-01-06,Missing Postcode,55,484,0
2022-01-07,Missing Postcode,36,394,0
2022-01-08,Missing Postcode,28,336,0
2022-01-09,Missing Postcode,27,317,0
2022-01-10,Missing Postcode,30,485,0
2022-01-11,Missing Postcode,40,448,0
2022-01-12,Missing Postcode,24,410,0
2022-01-13,Missing Postcode,32,412,0
2022-01-14,Missing Postcode,28,406,0
2022-01-15,Missing Postcode,18,341,0
2022-01-16,Missing Postcode,23,338,0
2022-01-17,Missing Postcode,42,550,0
2022-01-18,Missing Postcode,39,547,0
2022-01-19,Missing Postcode,24,485,0
2022-01-20,Missing Postcode,46,564,0
2022-01-21,Missing Postcode,28,487,0
2022-01-22,Missing Postcode,15,420,0
2022-01-23,Missing Postcode,24,512,0
2022-01-24,Missing Postcode,22,700,0
2022-01-25,Missing Postcode,29,795,0
2022-01-26,Missing Postcode,32,770,0
2020-02-29,"NA",0,1,0
2020-03-01,"NA",0,0,0
2020-03-02,"NA",0,0,0
2020-03-03,"NA",0,0,0
2020-03-04,"NA",0,0,0
2020-03-05,"NA",0,0,0
2020-03-06,"NA",0,0,0
2020-03-07,"NA",0,0,0
2020-03-08,"NA",0,0,0
2020-03-09,"NA",0,0,0
2020-03-10,"NA",0,1,0
2020-03-11,"NA",0,0,0
2020-03-12,"NA",0,0,0
2020-03-13,"NA",0,0,0
2020-03-14,"NA",0,0,0
2020-03-15,"NA",0,0,0
2020-03-16,"NA",0,0,0
2020-03-17,"NA",0,0,0
2020-03-18,"NA",0,0,0
2020-03-19,"NA",0,0,0
2020-03-20,"NA",0,0,0
2020-03-21,"NA",0,1,0
2020-03-22,"NA",0,0,0
2020-03-23,"NA",0,0,0
2020-03-24,"NA",0,0,0
2020-03-25,"NA",0,0,0
2020-03-26,"NA",0,0,0
2020-03-27,"NA",0,0,0
2020-03-28,"NA",0,0,0
2020-03-29,"NA",0,0,0
2020-03-30,"NA",1,1,0
2020-03-31,"NA",0,1,0
2020-04-01,"NA",0,0,0
2020-04-02,"NA",0,0,0
2020-04-03,"NA",0,0,0
2020-04-04,"NA",0,0,0
2020-04-05,"NA",0,0,0
2020-04-06,"NA",0,0,0
2020-04-07,"NA",0,0,0
2020-04-08,"NA",0,0,0
2020-04-09,"NA",0,0,0
2020-04-10,"NA",0,0,0
2020-04-11,"NA",0,0,0
2020-04-12,"NA",1,2,0
2020-04-13,"NA",0,0,0
2020-04-14,"NA",0,0,0
2020-04-15,"NA",0,0,0
2020-04-16,"NA",0,0,0
2020-04-17,"NA",0,0,0
2020-04-18,"NA",0,0,0
2020-04-19,"NA",0,0,0
2020-04-20,"NA",0,0,0
2020-04-21,"NA",0,0,0
2020-04-22,"NA",0,0,0
2020-04-23,"NA",0,0,0
2020-04-24,"NA",0,0,0
2020-04-25,"NA",0,0,0
2020-04-26,"NA",0,0,0
2020-04-27,"NA",0,0,0
2020-04-28,"NA",0,1,0
2020-04-29,"NA",0,0,0
2020-04-30,"NA",0,0,0
2020-05-01,"NA",1,2,0
2020-05-02,"NA",0,0,0
2020-05-03,"NA",0,0,0
2020-05-04,"NA",0,0,0
2020-05-05,"NA",0,0,0
2020-05-06,"NA",0,1,0
2020-05-07,"NA",0,0,0
2020-05-08,"NA",0,0,0
2020-05-09,"NA",0,0,0
2020-05-10,"NA",0,0,0
2020-05-11,"NA",0,0,0
2020-05-12,"NA",0,0,0
2020-05-13,"NA",0,0,0
2020-05-14,"NA",0,0,0
2020-05-15,"NA",0,1,0
2020-05-16,"NA",0,0,0
2020-05-17,"NA",0,0,0
2020-05-18,"NA",0,1,0
2020-05-19,"NA",0,0,0
2020-05-20,"NA",0,0,0
2020-05-21,"NA",0,1,0
2020-05-22,"NA",0,0,0
2020-05-23,"NA",0,0,0
2020-05-24,"NA",0,1,0
2020-05-25,"NA",0,1,0
2020-05-26,"NA",0,0,0
2020-05-27,"NA",0,0,0
2020-05-28,"NA",0,0,0
2020-05-29,"NA",0,0,0
2020-05-30,"NA",0,1,0
2020-05-31,"NA",0,1,0
2020-06-01,"NA",0,0,0
2020-06-02,"NA",0,0,0
2020-06-03,"NA",0,0,0
2020-06-04,"NA",0,0,0
2020-06-05,"NA",0,0,0
2020-06-06,"NA",0,0,0
2020-06-07,"NA",0,0,0
2020-06-08,"NA",0,0,0
2020-06-09,"NA",0,2,0
2020-06-10,"NA",0,0,0
2020-06-11,"NA",0,2,0
2020-06-12,"NA",0,0,0
2020-06-13,"NA",0,0,0
2020-06-14,"NA",0,2,0
2020-06-15,"NA",0,1,0
2020-06-16,"NA",0,0,0
2020-06-17,"NA",0,1,0
2020-06-18,"NA",0,0,0
2020-06-19,"NA",0,0,0
2020-06-20,"NA",0,0,0
2020-06-21,"NA",0,0,0
2020-06-22,"NA",0,1,0
2020-06-23,"NA",0,0,0
2020-06-24,"NA",0,1,0
2020-06-25,"NA",0,1,0
2020-06-26,"NA",0,1,0
2020-06-27,"NA",0,0,0
2020-06-28,"NA",0,0,0
2020-06-29,"NA",0,1,0
2020-06-30,"NA",0,0,0
2020-07-01,"NA",0,0,0
2020-07-02,"NA",0,0,0
2020-07-03,"NA",0,0,0
2020-07-04,"NA",0,0,0
2020-07-05,"NA",0,0,0
2020-07-06,"NA",0,0,0
2020-07-07,"NA",0,0,0
2020-07-08,"NA",0,1,0
2020-07-09,"NA",0,0,0
2020-07-10,"NA",0,0,0
2020-07-11,"NA",0,0,0
2020-07-12,"NA",0,1,0
2020-07-13,"NA",0,0,0
2020-07-14,"NA",0,1,0
2020-07-15,"NA",0,1,0
2020-07-16,"NA",0,0,0
2020-07-17,"NA",0,2,0
2020-07-18,"NA",0,0,0
2020-07-19,"NA",0,1,0
2020-07-20,"NA",0,0,0
2020-07-21,"NA",0,1,0
2020-07-22,"NA",0,1,0
2020-07-23,"NA",0,0,0
2020-07-24,"NA",0,0,0
2020-07-25,"NA",0,0,0
2020-07-26,"NA",0,0,0
2020-07-27,"NA",0,0,0
2020-07-28,"NA",0,1,0
2020-07-29,"NA",0,0,0
2020-07-30,"NA",0,0,0
2020-07-31,"NA",0,0,0
2020-08-01,"NA",0,0,0
2020-08-02,"NA",0,0,0
2020-08-03,"NA",0,2,0
2020-08-04,"NA",0,2,0
2020-08-05,"NA",0,1,0
2020-08-06,"NA",0,2,0
2020-08-07,"NA",0,2,0
2020-08-08,"NA",0,0,0
2020-08-09,"NA",0,2,0
2020-08-10,"NA",0,0,0
2020-08-11,"NA",0,2,0
2020-08-12,"NA",0,5,0
2020-08-13,"NA",0,1,0
2020-08-14,"NA",0,1,0
2020-08-15,"NA",0,1,0
2020-08-16,"NA",0,0,0
2020-08-17,"NA",0,1,0
2020-08-18,"NA",0,0,0
2020-08-19,"NA",0,3,0
2020-08-20,"NA",0,1,0
2020-08-21,"NA",0,6,0
2020-08-22,"NA",0,2,0
2020-08-23,"NA",0,1,0
2020-08-24,"NA",0,4,0
2020-08-25,"NA",0,6,0
2020-08-26,"NA",0,5,0
2020-08-27,"NA",0,5,0
2020-08-28,"NA",0,2,0
2020-08-29,"NA",1,1,0
2020-08-30,"NA",0,0,0
2020-08-31,"NA",0,2,0
2020-09-01,"NA",2,9,0
2020-09-02,"NA",0,2,0
2020-09-03,"NA",0,3,0
2020-09-04,"NA",0,0,0
2020-09-05,"NA",0,2,0
2020-09-06,"NA",0,0,0
2020-09-07,"NA",0,1,0
2020-09-08,"NA",0,2,0
2020-09-09,"NA",0,2,0
2020-09-10,"NA",0,1,0
2020-09-11,"NA",0,1,0
2020-09-12,"NA",0,2,0
2020-09-13,"NA",0,0,0
2020-09-14,"NA",0,0,0
2020-09-15,"NA",0,1,0
2020-09-16,"NA",0,4,0
2020-09-17,"NA",0,4,0
2020-09-18,"NA",1,3,0
2020-09-19,"NA",0,5,0
2020-09-20,"NA",0,0,0
2020-09-21,"NA",0,0,0
2020-09-22,"NA",0,3,0
2020-09-23,"NA",0,0,0
2020-09-24,"NA",0,3,0
2020-09-25,"NA",1,4,0
2020-09-26,"NA",1,2,0
2020-09-27,"NA",0,5,0
2020-09-28,"NA",0,1,0
2020-09-29,"NA",0,3,0
2020-09-30,"NA",0,2,0
2020-10-01,"NA",0,1,0
2020-10-02,"NA",0,1,0
2020-10-03,"NA",0,1,0
2020-10-04,"NA",0,0,0
2020-10-05,"NA",0,0,0
2020-10-06,"NA",1,2,0
2020-10-07,"NA",0,3,0
2020-10-08,"NA",0,1,0
2020-10-09,"NA",0,2,0
2020-10-10,"NA",0,5,0
2020-10-11,"NA",0,0,0
2020-10-12,"NA",1,2,0
2020-10-13,"NA",1,3,0
2020-10-14,"NA",0,6,0
2020-10-15,"NA",1,4,0
2020-10-16,"NA",1,4,0
2020-10-17,"NA",2,6,0
2020-10-18,"NA",0,0,0
2020-10-19,"NA",2,4,0
2020-10-20,"NA",2,6,0
2020-10-21,"NA",0,5,0
2020-10-22,"NA",0,4,0
2020-10-23,"NA",0,0,0
2020-10-24,"NA",0,1,0
2020-10-25,"NA",0,0,0
2020-10-26,"NA",1,1,0
2020-10-27,"NA",3,4,0
2020-10-28,"NA",0,3,0
2020-10-29,"NA",0,0,0
2020-10-30,"NA",2,4,0
2020-10-31,"NA",0,0,0
2020-11-01,"NA",0,0,0
2020-11-02,"NA",0,5,0
2020-11-03,"NA",0,1,0
2020-11-04,"NA",0,3,0
2020-11-05,"NA",0,2,0
2020-11-06,"NA",0,1,0
2020-11-07,"NA",0,0,0
2020-11-08,"NA",1,1,0
2020-11-09,"NA",0,4,0
2020-11-10,"NA",1,6,0
2020-11-11,"NA",0,1,0
2020-11-12,"NA",1,3,0
2020-11-13,"NA",0,3,0
2020-11-14,"NA",0,0,0
2020-11-15,"NA",0,0,0
2020-11-16,"NA",0,3,0
2020-11-17,"NA",0,1,0
2020-11-18,"NA",0,0,0
2020-11-19,"NA",0,1,0
2020-11-20,"NA",0,2,0
2020-11-21,"NA",1,2,0
2020-11-22,"NA",1,2,0
2020-11-23,"NA",0,1,0
2020-11-24,"NA",0,2,0
2020-11-25,"NA",0,4,0
2020-11-26,"NA",0,4,0
2020-11-27,"NA",0,0,0
2020-11-28,"NA",0,0,0
2020-11-29,"NA",0,0,0
2020-11-30,"NA",0,2,0
2020-12-01,"NA",0,2,0
2020-12-02,"NA",0,1,0
2020-12-03,"NA",0,6,0
2020-12-04,"NA",0,1,0
2020-12-05,"NA",0,0,0
2020-12-06,"NA",0,2,0
2020-12-07,"NA",0,2,0
2020-12-08,"NA",0,3,0
2020-12-09,"NA",0,0,0
2020-12-10,"NA",0,3,0
2020-12-11,"NA",0,0,0
2020-12-12,"NA",0,1,0
2020-12-13,"NA",0,1,0
2020-12-14,"NA",2,5,0
2020-12-15,"NA",0,6,0
2020-12-16,"NA",0,2,0
2020-12-17,"NA",0,1,0
2020-12-18,"NA",1,2,0
2020-12-19,"NA",1,3,0
2020-12-20,"NA",0,1,0
2020-12-21,"NA",3,14,0
2020-12-22,"NA",0,1,0
2020-12-23,"NA",1,5,0
2020-12-24,"NA",0,0,0
2020-12-25,"NA",0,0,0
2020-12-26,"NA",0,2,0
2020-12-27,"NA",3,3,0
2020-12-28,"NA",2,2,0
2020-12-29,"NA",4,8,0
2020-12-30,"NA",1,4,0
2020-12-31,"NA",0,1,0
2021-01-01,"NA",0,4,0
2021-01-02,"NA",1,4,0
2021-01-03,"NA",1,2,0
2021-01-04,"NA",3,7,0
2021-01-05,"NA",0,0,0
2021-01-06,"NA",1,4,0
2021-01-07,"NA",1,3,0
2021-01-08,"NA",1,9,0
2021-01-09,"NA",1,2,0
2021-01-10,"NA",0,0,0
2021-01-11,"NA",0,3,0
2021-01-12,"NA",2,4,0
2021-01-13,"NA",1,3,0
2021-01-14,"NA",0,3,0
2021-01-15,"NA",1,2,0
2021-01-16,"NA",0,1,0
2021-01-17,"NA",0,2,0
2021-01-18,"NA",1,3,0
2021-01-19,"NA",0,2,0
2021-01-20,"NA",0,2,0
2021-01-21,"NA",0,1,0
2021-01-22,"NA",1,4,0
2021-01-23,"NA",0,0,0
2021-01-24,"NA",0,0,0
2021-01-25,"NA",0,2,0
2021-01-26,"NA",0,3,0
2021-01-27,"NA",0,3,0
2021-01-28,"NA",0,1,0
2021-01-29,"NA",1,4,0
2021-01-30,"NA",0,1,0
2021-01-31,"NA",1,2,0
2021-02-01,"NA",0,2,0
2021-02-02,"NA",2,3,0
2021-02-03,"NA",0,2,0
2021-02-04,"NA",0,3,0
2021-02-05,"NA",0,2,0
2021-02-06,"NA",0,0,0
2021-02-07,"NA",0,0,0
2021-02-08,"NA",0,6,0
2021-02-09,"NA",0,2,0
2021-02-10,"NA",0,4,0
2021-02-11,"NA",0,1,0
2021-02-12,"NA",0,2,0
